year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1935,North America,173493831.0,7.08,0.041,1598.686,1592.779,57.857,3.755,2875.677,4.838,0.169,16.81,9.345,1048.521,6.129,130.286,61306.371,158397.443,50684.871999999996,0.0,1759.178,97630.05900000001,8658.984,73.057,0.0,0.0,98.723,0.577,10.808,19.075,1283.278,7.501,432.265,2.492,96.954,0.559,442.381,2.586,0.012,1.98,22.087,41.679,31.612,34.97,44.114,40.248,40.179,36.9,0.0,95.556,40.026,70.634,100.0,0.0,88.642,24.392,63.927,100.0,32.73,0.016,0.08,0.099,0.003,3309.308,1875.041
1936,North America,175153554.0,10.48,0.061,1828.469,1821.788,229.782,14.373,3068.784,193.107,6.715,17.769,10.587,1216.31,7.043,140.766,63134.844,161466.24,51901.18,0.0,1870.787,98876.747,9146.559000000001,75.55,0.0,0.0,111.609,0.646,12.152,20.251,1246.678,7.218,457.206,2.61,98.078,0.56,487.575,2.823,0.014,2.494,27.056,43.453,32.274,36.996,42.136,40.331,40.029,36.902,0.0,95.132,39.771,70.293,100.0,0.0,88.911,23.52,64.707,100.0,32.607,0.016,0.082,0.101,0.003,3547.1,2128.384
1937,North America,176832697.0,11.022,0.063,1919.474,1911.224,91.005,4.977,3112.258,43.474,1.417,17.85,11.009,1222.741,7.013,151.788,65054.312999999995,164578.49,53123.923,0.0,1995.708,100076.96600000001,9704.634,78.264,0.0,0.0,124.921,0.716,12.598,20.476,1200.213,6.884,466.941,2.641,99.266,0.561,558.076,3.201,0.016,2.714,27.013,42.686,31.548,35.279,40.49,40.394,39.865,36.865,0.0,94.714,39.503,70.027,100.0,0.0,88.864,22.357,65.913,100.0,32.469,0.016,0.083,0.102,0.003,3620.743,2227.804
1938,North America,178531556.0,9.857,0.056,1635.001,1625.769,-284.473,-14.82,2812.597,-299.661,-9.628,15.978,9.288,976.436,5.547,161.645,66689.321,167391.08299999998,54100.356,0.0,2115.374,101261.263,10231.475,80.465,0.0,0.0,119.666,0.68,10.725,18.526,1184.299,6.728,439.712,2.463,100.488,0.563,526.841,2.993,0.013,2.201,25.589,38.656,29.153,30.225,39.101,40.351,39.667,36.725,0.0,94.327,39.233,69.692,100.0,0.0,88.318,21.858,64.024,100.0,32.279,0.016,0.084,0.104,0.003,3307.509,1914.833
1939,North America,180525435.0,11.447,0.064,1798.916,1788.75,163.916,10.025,2940.348,127.75,4.542,16.516,10.104,1101.714,6.188,173.092,68488.235,170331.443,55202.070999999996,0.0,2243.952,102410.90299999999,10785.793,83.326,0.0,0.0,128.577,0.722,11.611,19.216,1149.658,6.458,458.214,2.538,101.715,0.563,554.317,3.114,0.016,2.861,32.1,40.243,29.92,32.066,38.545,40.348,39.487,36.624,0.0,94.129,38.968,69.428,100.0,0.0,90.977,21.46,64.865,100.0,32.119,0.017,0.086,0.105,0.003,3469.01,2096.024
1940,North America,182823178.0,12.381,0.069,2018.419,2006.985,219.503,12.202,3300.19,359.842,12.238,18.299,11.192,1256.013,6.964,185.473,70506.64899999999,173631.615,56458.087,0.0,2382.685,103700.169,11393.858,86.553,0.0,0.0,138.733,0.769,12.789,20.651,1289.26,7.149,481.997,2.636,102.916,0.563,608.064,3.372,0.018,3.227,39.391,41.322,31.907,33.093,38.601,40.375,39.342,36.541,0.0,93.901,38.738,69.322,100.0,0.0,90.37,23.62,67.483,100.0,31.977,0.017,0.087,0.107,0.003,3775.465,2338.119
1941,North America,185449048.0,15.53,0.085,2196.926,2186.447,178.507,8.844,3588.677,288.487,8.742,19.626,12.014,1390.756,7.606,201.003,72703.578,177220.302,57848.841,0.0,2529.033,105100.185,12034.116,90.587,0.0,0.0,146.348,0.8,13.691,21.819,1400.001,7.656,508.284,2.741,105.81,0.571,640.258,3.501,0.022,4.034,35.873,43.946,33.422,35.79,38.375,40.471,39.226,36.523,0.0,93.985,38.516,69.366,100.0,0.0,95.363,24.397,70.172,100.0,31.871,0.017,0.089,0.109,0.003,4046.329,2539.052
1942,North America,188396631.0,17.186,0.093,2359.615,2348.459,162.689,7.405,3771.174,182.497,5.085,20.301,12.702,1566.347,8.432,218.19,75063.188,180991.474,59415.188,0.0,2687.783,106520.231,12647.413,94.621,0.0,0.0,158.75,0.855,14.456,22.449,1420.06,7.644,533.486,2.832,111.664,0.593,613.297,3.301,0.022,4.034,44.784,47.358,35.075,40.054,38.813,40.65,39.147,36.605,0.0,94.079,38.303,69.445,100.0,0.0,95.604,24.614,71.023,100.0,31.802,0.017,0.09,0.111,0.003,4229.271,2723.448
1943,North America,191675322.0,13.004,0.069,2440.363,2429.319,80.748,3.422,3874.831,103.657,2.749,20.502,12.912,1584.154,8.382,231.194,77503.555,184866.302,60999.341,0.0,2864.175,107962.606,13309.897,98.949,0.0,0.0,176.392,0.933,14.7,22.554,1442.374,7.632,550.072,2.87,119.778,0.625,662.484,3.505,0.023,4.328,37.402,48.083,35.891,40.343,38.731,40.843,39.086,36.69,0.0,94.221,38.107,69.543,100.0,0.0,96.442,25.213,71.496,100.0,31.725,0.018,0.092,0.113,0.003,4323.061,2817.57
1944,North America,195019762.0,8.998,0.047,2616.9,2605.576,176.538,7.234,4063.76,188.929,4.876,21.132,13.608,1657.962,8.622,240.192,80120.453,188930.068,62657.301999999996,0.0,3055.161,109417.622,14064.524,103.277,0.0,0.0,190.986,0.993,15.475,23.271,1455.022,7.566,576.976,2.959,129.451,0.664,754.626,3.924,0.023,4.328,39.703,50.691,37.416,42.852,38.766,41.096,39.055,36.824,0.0,94.369,37.922,69.599,100.0,0.0,96.652,25.534,70.604,100.0,31.691,0.018,0.094,0.115,0.003,4538.401,3018.006
1945,North America,198431553.0,10.277,0.053,2524.447,2512.842,-92.454,-3.533,3993.011,-70.749,-1.741,20.406,12.901,1524.161,7.789,250.469,82644.89899999999,192923.068,64181.46199999999,0.0,3257.553,110893.669,14848.179,107.238,0.0,0.0,202.392,1.034,14.726,22.514,1476.045,7.543,576.316,2.904,139.982,0.705,783.656,4.005,0.02,3.961,44.709,58.854,40.004,50.809,38.979,41.467,39.071,37.058,0.0,94.308,37.749,69.861,100.0,0.0,93.398,25.931,74.929,100.0,31.686,0.018,0.095,0.117,0.003,4467.403,2922.01
1946,North America,201912308.0,16.074,0.081,2432.983,2421.539,-91.464,-3.623,3876.874,-116.138,-2.909,19.47,12.219,1406.667,7.064,266.543,85077.883,196799.95799999998,65588.13399999999,0.0,3465.749,112346.544,15646.263,111.199,0.0,0.0,208.196,1.046,13.999,21.529,1452.877,7.296,575.275,2.849,150.669,0.746,798.085,4.008,0.02,3.961,44.274,52.793,37.801,43.47,39.262,41.715,39.049,37.171,0.0,94.23,37.579,69.966,100.0,0.0,93.013,25.726,71.996,100.0,31.627,0.019,0.097,0.119,0.003,4346.896,2826.667
1947,North America,205463865.0,18.247,0.09,2671.36,2658.754,238.377,9.798,4157.555,280.681,7.24,20.519,13.184,1560.018,7.699,284.789,87749.242,200957.50499999998,67148.149,0.0,3695.592,113841.138,16504.967999999997,115.746,0.0,0.0,229.842,1.134,15.067,22.676,1494.591,7.376,608.863,2.963,160.812,0.783,858.705,4.238,0.022,4.548,42.295,51.718,38.49,43.058,39.443,41.956,39.039,37.285,0.0,94.134,37.425,69.909,100.0,0.0,92.72,26.517,68.886,100.0,31.592,0.019,0.099,0.121,0.003,4659.147,3095.757
1948,North America,209087777.0,20.267,0.098,2784.729,2771.574,113.369,4.244,4268.115,110.56,2.659,20.698,13.505,1553.558,7.534,305.056,90533.977,205225.615,68701.70400000001,0.0,3953.615,115332.21600000001,17453.009,120.587,0.0,0.0,258.023,1.251,15.427,22.865,1491.076,7.231,628.319,3.005,169.709,0.812,948.039,4.598,0.023,4.841,39.251,51.116,38.807,41.532,39.43,42.182,39.035,37.369,0.0,93.999,37.282,69.869,100.0,0.0,92.11,26.865,69.167,100.0,31.565,0.02,0.1,0.123,0.003,4780.844,3225.589
1949,North America,212901535.0,20.874,0.099,2353.018,2338.843,-431.711,-15.503,3760.084,-508.031,-11.903,17.907,11.206,1166.583,5.556,325.93,92886.992,208985.70799999998,69868.29000000001,0.0,4225.161,116747.30900000001,18342.842999999997,124.768,0.0,0.0,271.546,1.293,12.956,20.001,1415.084,6.739,596.02,2.8,176.66,0.83,889.835,4.238,0.02,4.181,35.872,45.215,35.206,32.888,39.181,42.252,38.971,37.287,0.0,93.758,37.131,69.814,100.0,0.0,90.378,25.841,68.764,100.0,31.469,0.02,0.102,0.125,0.003,4258.147,2758.39
1950,North America,222818944.0,22.44,0.102,2744.908,2726.24,391.89,16.655,4116.425,356.341,9.477,18.702,12.471,1356.281,6.162,348.37,95631.89899999999,213102.12999999998,71224.57100000001,45.8,4550.383,118126.27799999999,19333.020999999997,129.756,45.8,0.208,325.222,1.478,14.324,20.858,1378.984,6.265,640.829,2.876,180.964,0.812,990.178,4.499,0.023,4.988,33.542,46.287,33.915,34.94,38.762,42.355,38.877,37.241,62.208,93.637,36.912,69.485,100.0,62.208,92.091,22.216,63.887,100.0,31.385,0.02,0.104,0.128,0.003,4647.555,3191.621
1951,North America,226777848.0,24.49,0.109,2840.86,2816.4,95.952,3.496,4170.321,53.896,1.309,18.615,12.681,1311.078,5.852,372.86,98472.766,217272.443,72535.649,92.179,4933.242,119467.497,20403.575999999997,135.257,46.379,0.207,382.859,1.709,14.562,20.766,1341.216,5.987,658.44,2.903,184.237,0.812,1070.553,4.779,0.025,5.501,32.323,44.518,32.225,32.088,38.261,42.413,38.747,37.136,60.052,93.507,36.66,69.069,100.0,58.064,91.993,20.446,62.306,100.0,31.282,0.021,0.106,0.13,0.004,4709.284,3302.334
1952,North America,230880345.0,24.93,0.109,2768.363,2747.98,-72.496,-2.552,4091.333,-78.988,-1.894,17.936,12.136,1166.983,5.116,397.79,101241.125,221363.786,73702.634,141.647,5343.17,120797.388,21515.272999999997,140.612,49.468,0.217,409.929,1.797,13.991,19.754,1329.898,5.83,661.622,2.866,188.469,0.816,1111.699,4.874,0.023,5.355,30.875,42.804,31.604,28.946,37.696,42.423,38.61,36.976,59.3,93.365,36.42,68.612,100.0,57.949,91.69,20.529,61.172,100.0,31.164,0.021,0.107,0.132,0.004,4560.703,3230.346
1953,North America,235114818.0,26.504,0.114,2832.025,2810.436,63.662,2.3,4103.855,12.522,0.306,17.665,12.19,1152.01,4.959,424.294,104073.14899999999,225467.63,74854.641,190.202,5774.356,122077.20000000001,22682.589,147.067,48.555,0.209,431.185,1.856,14.071,19.699,1279.807,5.509,678.51,2.886,193.518,0.823,1167.316,5.025,0.028,6.455,29.599,42.581,30.996,28.358,37.063,42.427,38.463,36.809,59.399,93.174,36.166,68.128,100.0,59.688,90.867,19.423,60.276,100.0,31.041,0.022,0.109,0.135,0.004,4631.594,3308.406
1954,North America,239512118.0,27.202,0.115,2718.288,2688.836,-113.738,-4.016,3994.142,-109.714,-2.673,16.875,11.485,996.425,4.21,451.496,106791.438,229461.78599999996,75851.07100000001,232.902,6227.501,123368.935,23875.682999999997,152.788,42.7,0.18,453.145,1.915,13.331,18.853,1291.719,5.458,679.011,2.835,199.241,0.832,1193.094,5.041,0.024,5.721,28.004,40.036,29.006,24.574,36.354,42.365,38.278,36.578,58.544,92.965,35.891,67.548,100.0,55.018,90.385,18.505,58.117,100.0,30.882,0.023,0.111,0.137,0.004,4515.444,3192.864
1955,North America,244056551.0,30.135,0.125,2966.307,2937.893,248.019,9.124,4198.108,203.967,5.107,17.405,12.298,1101.375,4.566,481.63,109757.742,233659.88,76952.43800000001,281.446,6717.42,124614.02799999999,25165.048,159.756,48.544,0.201,489.919,2.031,14.24,19.475,1245.099,5.162,715.672,2.932,205.496,0.842,1289.365,5.346,0.029,6.968,28.049,39.849,28.819,25.105,35.693,42.294,38.085,36.347,56.897,92.706,35.603,66.851,100.0,50.131,89.527,17.479,56.099,100.0,30.717,0.023,0.112,0.139,0.004,4752.977,3475.411
1956,North America,248743638.0,32.475,0.132,3124.132,3092.107,157.826,5.321,4355.715,157.607,3.754,17.716,12.707,1149.857,4.677,514.105,112881.875,238015.599,78102.29800000001,335.831,7235.381,125862.65299999999,26527.462,166.798,54.385,0.221,517.961,2.107,14.708,19.828,1248.631,5.078,742.869,2.986,212.141,0.853,1362.413,5.541,0.029,7.042,27.879,39.416,28.759,24.948,35.072,42.211,37.892,36.112,55.709,92.368,35.318,66.086,100.0,50.275,88.204,17.295,54.537,100.0,30.55,0.024,0.114,0.142,0.004,4932.103,3658.46
1957,North America,253588807.0,31.745,0.127,3103.312,3068.063,-20.821,-0.666,4279.881,-75.834,-1.741,17.072,12.379,1092.359,4.357,545.85,115985.188,242295.474,79194.657,389.638,7790.68,127050.997,27890.742,173.619,53.806,0.215,555.299,2.215,14.385,19.166,1188.342,4.74,754.873,2.977,219.032,0.864,1363.281,5.438,0.027,6.822,25.924,37.912,27.596,23.281,34.367,42.086,37.679,35.848,54.939,91.873,35.021,65.24,100.0,50.577,85.871,16.226,52.208,100.0,30.362,0.024,0.116,0.144,0.004,4860.247,3647.801
1958,North America,258514836.0,32.588,0.127,3022.799,2983.538,-80.513,-2.594,4237.864,-42.016,-0.982,16.58,11.827,948.779,3.712,578.437,119007.985,246533.349,80143.43800000001,435.251,8380.671,128276.497,29290.41,179.781,45.613,0.178,589.99,2.308,13.824,18.614,1225.494,4.795,763.014,2.952,226.029,0.874,1399.667,5.476,0.024,6.161,25.127,35.912,27.151,19.925,33.669,41.906,37.463,35.521,54.113,91.236,34.75,64.419,100.0,47.956,83.588,17.041,51.485,100.0,30.175,0.025,0.118,0.147,0.004,4812.015,3573.688
1959,North America,263669401.0,35.162,0.135,3115.081,3074.959,92.282,3.053,4371.036,133.171,3.142,16.765,11.948,967.939,3.712,613.599,122123.063,250904.38,81111.376,477.991,8997.707,129545.747,30734.323999999997,188.069,42.741,0.164,617.037,2.367,13.985,18.736,1269.248,4.868,786.191,2.982,232.987,0.884,1443.914,5.538,0.032,8.289,24.209,35.18,26.334,19.538,32.932,41.707,37.226,35.188,53.346,90.484,34.457,63.547,100.0,46.612,81.378,16.391,49.84,100.0,29.962,0.026,0.119,0.149,0.004,4940.209,3687.463
1960,North America,269079989.0,33.603,0.126,3189.242,3153.344,74.161,2.381,4177.26,-193.775,-4.433,15.698,11.985,971.367,3.65,647.202,125312.313,255081.63,82082.743,520.201,9657.12,130545.247,32208.392,196.651,42.209,0.159,659.412,2.478,14.06,18.02,999.52,3.756,809.532,3.009,239.766,0.891,1474.069,5.54,0.032,8.582,21.35,33.975,25.957,18.834,32.029,41.472,36.998,34.84,52.803,89.596,34.19,62.56,91.22077030480989,47.352,79.013,14.905,47.234,31.19933107936162,29.752,0.027,0.121,0.152,0.004,4848.878,3783.293
1961,North America,274662993.0,33.895,0.125,3184.442,3146.454,-4.799,-0.15,3980.93,-196.33,-4.7,14.656,11.723,937.195,3.45,681.098,128496.75,259062.56799999997,83019.93800000001,559.548,10326.136,131353.84100000001,33704.576,205.453,39.348,0.145,669.017,2.463,13.813,17.219,808.571,2.977,817.918,2.978,250.808,0.913,1496.186,5.508,0.032,8.802,20.65,33.823,24.52,18.959,31.174,41.245,36.749,34.523,52.227,88.556,33.885,61.513,83.92859331277191,45.637,75.848,11.855,45.201,30.124234231150957,29.529,0.027,0.123,0.154,0.005,4729.457,3793.842
1962,North America,280344703.0,35.537,0.128,3309.487,3264.933,125.045,3.927,4211.84,230.911,5.8,15.191,11.937,971.834,3.505,716.635,131806.23500000002,263274.44299999997,83991.766,591.373,11041.964,132269.34100000001,35249.873,214.622,31.825,0.115,715.828,2.582,14.084,17.667,915.518,3.302,848.191,3.026,263.397,0.94,1545.295,5.573,0.033,9.169,20.149,33.953,26.196,19.722,30.351,41.028,36.544,34.235,51.099,87.438,33.641,60.411,78.02393555141927,37.036,73.97,14.462,43.415,30.28371371007696,29.331,0.028,0.124,0.157,0.005,4952.764,3948.376
1963,North America,285962472.0,37.395,0.132,3442.646,3404.057,133.158,4.024,4336.561,124.721,2.961,15.333,12.172,1038.051,3.67,754.03,135248.875,267610.97400000005,85029.82100000001,622.477,11796.044,133175.95,36822.205,224.304,31.103,0.11,754.08,2.666,14.378,17.779,906.608,3.206,876.383,3.065,278.217,0.973,1572.334,5.559,0.034,9.682,20.107,33.532,26.397,20.326,29.603,40.8,36.346,33.959,49.885,86.259,33.413,59.244,73.10510259953588,34.366,72.032,14.715,41.328,30.493527762905103,29.138,0.029,0.126,0.16,0.005,5084.104,4111.605
1964,North America,291551205.0,39.836,0.138,3621.593,3576.454,178.947,5.198,4326.375,-10.187,-0.235,15.003,12.559,1105.695,3.834,793.866,138870.48500000002,271937.34900000005,86135.516,652.998,12604.82,133893.138,38448.263,235.013,30.521,0.106,808.777,2.805,14.832,17.875,717.191,2.487,907.13,3.111,290.614,0.997,1626.055,5.639,0.037,10.709,19.323,33.457,25.932,21.212,28.833,40.572,36.145,33.706,47.993,85.007,33.173,58.029,68.75665586125382,27.059,70.15,12.241,39.611,30.614636935391655,28.949,0.03,0.128,0.162,0.005,5211.554,4324.416
1965,North America,297056448.0,40.316,0.137,3771.814,3727.016,150.221,4.148,4432.029,105.655,2.442,15.084,12.837,1149.213,3.911,834.182,142642.29700000002,276369.38000000006,87284.735,680.305,13443.481,134564.559,40153.426999999996,246.163,27.308,0.093,838.662,2.854,15.178,18.137,671.405,2.285,932.943,3.141,305.494,1.028,1705.167,5.803,0.038,11.149,18.627,33.348,26.17,21.73,28.089,40.345,35.952,33.47,45.626,83.715,32.945,56.823,65.41043110411972,20.934,68.151,11.936,38.666,32.28599559828565,28.763,0.03,0.13,0.165,0.005,5387.673,4508.731
1966,North America,302406120.0,42.23,0.141,3956.438,3911.773,184.624,4.895,4492.4,60.371,1.362,15.019,13.227,1190.049,3.979,876.411,146598.73500000002,280861.75500000006,88474.774,711.442,14347.771,135111.09100000001,41930.13,258.192,31.137,0.104,904.29,3.023,15.64,18.18,546.54,1.827,958.157,3.168,319.472,1.056,1776.703,5.94,0.04,12.029,18.123,33.352,26.294,22.246,27.364,40.121,35.768,33.25,43.497,82.465,32.722,55.594,62.58335211861633,21.538,67.489,10.464,37.33,33.210016288893186,28.585,0.031,0.132,0.168,0.005,5497.811,4729.571
1967,North America,307620055.0,41.139,0.135,4127.06,4077.573,170.622,4.313,5135.537,643.137,14.316,16.877,13.563,1225.788,4.028,917.55,150725.79700000002,285997.318,89700.57100000001,747.814,15296.857,136132.497,43792.849,270.148,36.372,0.12,949.085,3.119,16.041,19.518,1021.396,3.357,986.699,3.208,333.312,1.084,1862.719,6.122,0.039,11.956,17.149,33.725,29.116,23.298,26.652,39.918,35.639,33.062,40.945,81.23,32.582,54.405,60.065457714849835,19.065,66.229,18.912,36.703,32.13978494623655,28.441,0.032,0.134,0.171,0.005,6004.027,4934.651
1968,North America,312721533.0,43.646,0.141,4289.614,4238.651,162.555,3.939,5574.464,438.927,8.547,18.02,13.867,1206.267,3.899,961.196,155015.40600000002,291571.786,90906.837,785.733,16311.635,137429.528,45767.458999999995,282.544,37.919,0.123,1014.778,3.28,16.407,20.38,1297.047,4.193,1015.851,3.248,342.777,1.096,1974.608,6.383,0.04,12.396,17.097,33.239,30.566,22.678,25.993,39.7,35.54,32.868,38.702,79.993,32.501,53.205,57.85686495341456,18.606,65.064,24.324,35.715,32.11981447412743,28.313,0.033,0.136,0.174,0.005,6373.237,5130.925
1969,North America,317807448.0,44.546,0.142,4501.617,4444.88,212.003,4.942,5415.958,-158.507,-2.843,17.227,14.319,1223.62,3.892,1005.742,159517.016,296987.75500000006,92130.45400000001,824.641,17410.691,138359.419,47849.521,295.967,38.908,0.124,1099.056,3.496,16.929,20.107,929.883,2.958,1047.066,3.295,351.304,1.105,2082.064,6.623,0.043,13.423,16.461,32.711,27.636,22.176,25.343,39.466,35.377,32.664,36.26,78.782,32.323,52.011,55.836825096168894,15.944,64.324,15.934,34.822,32.18327419200154,28.168,0.034,0.138,0.178,0.006,6390.022,5380.104
1970,North America,323225986.0,43.977,0.138,4862.468,4795.231,360.851,8.016,5653.116,237.158,4.379,17.679,15.206,1233.936,3.859,1049.719,164379.48500000002,302640.84900000005,93364.391,867.228,18556.725,139167.388,50232.326,309.097,42.587,0.133,1146.035,3.584,17.718,20.762,807.968,2.527,1047.505,3.241,343.849,1.064,2382.803,7.452,0.041,13.13,15.257,32.636,27.451,21.655,24.66,39.227,35.209,32.452,33.982,77.673,32.135,50.845,53.81149602981857,15.333,63.995,14.19,35.042,29.6054114994363,28.012,0.035,0.141,0.181,0.006,6710.922,5726.891
1971,North America,328861429.0,45.227,0.139,4915.923,4844.452,53.455,1.099,5731.105,77.989,1.38,17.615,15.11,1170.947,3.599,1094.947,169295.40600000002,308371.943,94535.34400000001,898.94,19744.707,139997.84100000001,52699.326,322.153,31.712,0.097,1187.981,3.651,17.591,20.599,830.45,2.552,1058.972,3.22,348.03,1.058,2467.0,7.583,0.04,13.056,14.921,31.708,27.791,20.545,24.012,38.963,35.054,32.226,31.284,76.458,31.989,49.719,52.03830267708447,9.865,61.443,16.226,34.256,29.233559481426745,27.874,0.036,0.143,0.185,0.006,6774.357,5785.153
1972,North America,334187762.0,47.792,0.145,5161.898,5086.691,245.976,5.004,5998.047,266.942,4.658,18.142,15.613,1195.339,3.615,1142.738,174457.31300000002,314370.00500000006,95730.68000000001,926.592,20962.053,140848.935,55359.599,335.65,27.652,0.084,1217.345,3.682,18.118,21.176,851.105,2.574,1081.314,3.236,354.644,1.061,2660.274,8.046,0.041,13.496,14.873,31.815,27.749,21.004,23.411,38.709,34.899,32.018,28.773,75.196,31.833,48.665,50.31170322315673,7.971,59.318,15.789,34.259,28.074554834415043,27.744,0.037,0.146,0.188,0.006,7076.646,6054.681
1973,North America,339231480.0,49.365,0.147,5397.119,5311.345,235.22,4.557,6050.987,52.94,0.883,18.029,16.081,1281.98,3.82,1192.104,179854.43800000002,320421.00500000006,97012.657,953.504,22246.707,141519.45,58099.724,349.733,26.912,0.08,1284.655,3.828,18.588,21.288,670.51,1.998,1094.995,3.228,369.985,1.091,2740.123,8.164,0.042,14.083,14.507,31.59,27.099,21.867,22.831,38.452,34.731,31.828,26.322,73.956,31.657,47.631,48.657285800146916,6.692,58.274,12.786,33.319,27.27836209735216,27.609,0.038,0.148,0.192,0.006,7221.493,6305.619
1974,North America,344226863.0,49.88,0.146,5251.302,5166.338,-145.817,-2.702,5922.509,-128.478,-2.123,17.391,15.42,1259.177,3.697,1241.984,185105.73500000002,326343.50500000006,98271.837,979.449,23493.131,142205.856,60755.224,364.109,25.945,0.076,1246.422,3.66,17.849,20.54,686.413,2.016,1098.458,3.191,366.239,1.064,2655.5,7.797,0.042,14.377,14.638,30.87,26.739,21.484,22.329,38.19,34.563,31.637,24.401,72.643,31.492,46.705,47.21599780070439,6.629,55.16,13.358,32.76,27.443307627701003,27.479,0.038,0.151,0.196,0.006,7070.292,6144.122
1975,North America,349224548.0,43.749,0.127,5128.3,5039.992,-123.002,-2.342,5832.004,-90.505,-1.528,16.88,14.843,1267.76,3.669,1285.733,190234.032,332175.50500000006,99539.59400000001,1003.54,24650.553,142920.825,63377.736,376.872,24.091,0.07,1157.424,3.35,17.199,19.929,714.964,2.069,1102.983,3.158,367.121,1.051,2622.513,7.59,0.037,12.763,12.866,30.073,26.375,21.005,21.784,37.918,34.395,31.439,23.067,71.251,31.34,45.887,46.05407387040601,7.155,51.299,14.132,32.63,27.05802539803685,27.345,0.039,0.153,0.199,0.007,6959.544,6006.458
1976,North America,354178873.0,46.149,0.132,5434.773,5331.035,306.473,5.976,6168.401,336.397,5.768,17.604,15.51,1352.18,3.859,1331.882,195668.81300000002,338343.91200000007,100891.774,1028.631,25841.635,143677.075,66184.509,390.369,25.091,0.072,1191.082,3.399,17.882,20.647,756.246,2.158,1101.737,3.111,385.405,1.088,2806.774,8.01,0.039,13.496,12.955,30.211,26.734,21.598,21.281,37.654,34.235,31.253,21.673,69.872,31.195,45.129,44.95567414682234,6.345,49.887,14.875,32.869,26.982825839214662,27.216,0.04,0.156,0.203,0.007,7312.577,6333.446
1977,North America,359152719.0,48.131,0.135,5591.318,5490.84,156.545,2.88,6418.712,250.311,4.058,18.065,15.736,1393.599,3.922,1380.013,201260.11000000002,344762.59900000005,102285.376,1049.161,27016.07,144517.153,69125.853,403.645,20.53,0.058,1174.435,3.305,18.077,20.88,840.071,2.364,1095.922,3.051,385.536,1.073,2941.345,8.278,0.037,13.276,12.908,30.226,26.731,21.731,20.81,37.402,34.075,31.072,20.461,68.523,31.046,44.456,43.96841511316574,5.382,48.096,15.236,33.274,26.71657409643403,27.088,0.041,0.159,0.207,0.007,7499.187,6492.336
1978,North America,364168538.0,50.687,0.141,5677.353,5579.71,86.034,1.539,6388.643,-30.069,-0.468,17.733,15.758,1399.823,3.885,1430.7,206937.48500000002,351151.25500000006,103685.19600000001,1073.637,28205.348,145239.059,72125.376,417.215,24.476,0.068,1189.275,3.301,18.09,20.616,721.912,2.004,1091.974,2.999,390.429,1.072,2999.523,8.326,0.038,13.57,12.734,29.772,26.095,21.463,20.353,37.144,33.906,30.89,19.458,67.192,30.884,43.806,43.051400822817655,6.273,46.617,13.337,32.757,26.568251233456024,26.958,0.042,0.161,0.21,0.007,7507.772,6587.732
1979,North America,369229436.0,52.297,0.143,5792.686,5691.416,115.333,2.031,6486.922,98.279,1.538,17.759,15.858,1521.085,4.164,1482.997,212730.15600000002,357638.16200000007,105206.282,1097.109,29446.025,145944.606,75066.595,431.151,23.472,0.064,1240.678,3.397,18.243,20.652,705.555,1.932,1123.841,3.044,387.503,1.049,2941.217,8.052,0.038,13.936,12.949,29.541,26.7,22.275,19.951,36.888,33.757,30.722,18.665,65.923,30.759,43.161,42.20461973838385,6.517,46.124,15.054,31.715,26.56297651723086,26.845,0.043,0.164,0.214,0.007,7625.143,6735.682
1980,North America,374396442.0,49.345,0.133,5620.345,5519.97,-172.341,-2.975,6409.731,-77.191,-1.19,17.305,15.174,1545.989,4.174,1532.342,218350.516,364047.91200000007,106752.266,1120.697,30667.525,146745.575,77833.9,443.767,23.588,0.064,1221.502,3.298,17.512,20.178,800.957,2.162,1141.369,3.049,374.952,1.001,2767.305,7.471,0.034,12.616,12.146,28.839,26.209,22.057,19.546,36.628,33.603,30.552,18.092,64.664,30.639,42.563,41.482235533420074,7.454,44.274,16.124,30.921,26.17318783452969,26.74,0.043,0.167,0.218,0.007,7554.457,6556.331
