year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1887,South America,31933652.0,0.0,0.0,5.25,5.25,0.72,15.891,353.1,25.101,7.653,11.063,0.164,5.243,0.164,0.0,83.043,5926.658,83.021,,0.0,8585.517,0.022,,,,0.0,0.0,0.543,12.956,387.919,12.153,65.543,2.052,4.851,0.152,0.007,0.0,,,0.0,0.484,7.395,0.5,0.0,0.323,4.358,0.327,,0.0,7.472,0.009,,,0.0,10.509,0.031,,5.546,0.001,0.003,0.005,0.0,413.739,17.349
1888,South America,32575283.0,0.0,0.0,6.387,6.387,1.137,21.653,339.565,-13.535,-3.833,10.429,0.196,6.38,0.196,0.0,89.43,6266.223,89.401,,0.0,8933.305,0.029,,,,0.0,0.0,0.574,11.605,347.788,10.681,66.972,2.056,4.883,0.15,0.007,0.0,,,0.0,0.532,7.123,0.55,0.0,0.333,4.451,0.336,,0.0,7.541,0.011,,,0.0,9.752,0.03,,5.569,0.001,0.004,0.005,0.0,378.036,18.688
1889,South America,33227633.0,0.0,0.0,7.538,7.538,1.151,18.023,322.099,-17.467,-5.144,9.698,0.227,7.531,0.227,0.0,96.968,6588.321,96.932,,0.0,9307.115,0.037,,,,0.0,0.0,0.604,12.242,373.811,11.255,68.414,2.059,4.917,0.148,0.007,0.0,,,0.0,0.627,6.601,0.649,0.0,0.345,4.523,0.349,,0.0,7.62,0.013,,,0.0,10.164,0.026,,5.604,0.001,0.004,0.005,0.0,406.782,20.053
1890,South America,33890958.0,0.0,0.0,6.33,6.33,-1.208,-16.03,303.071,-19.028,-5.907,8.947,0.187,6.319,0.187,0.0,103.298,6891.393,103.25,,0.0,9644.454,0.048,,,,0.0,0.0,0.563,11.022,337.338,9.958,69.848,2.061,6.229,0.184,0.011,0.0,,,0.0,0.484,5.765,0.501,0.0,0.352,4.567,0.356,,0.0,7.648,0.015,,,0.0,8.539,0.032,,5.607,0.001,0.004,0.005,0.0,373.539,19.082
1891,South America,34565468.0,0.0,0.0,6.584,6.584,0.254,4.015,338.215,35.144,11.596,9.789,0.191,6.536,0.189,0.0,109.882,7229.607,109.787,,0.0,10021.246,0.095,,,,0.0,0.0,0.566,12.069,376.792,10.906,71.365,2.065,6.308,0.182,0.048,0.001,,,0.0,0.481,6.116,0.496,0.0,0.357,4.621,0.362,,0.0,7.693,0.026,,,0.0,9.056,0.117,,5.624,0.001,0.004,0.005,0.0,417.169,19.557
1892,South America,35251291.0,0.0,0.0,6.728,6.728,0.144,2.183,313.634,-24.581,-7.268,8.901,0.191,6.662,0.189,0.0,116.61,7543.242,116.449,,0.0,10374.285,0.161,,,,0.0,0.0,0.565,11.335,353.039,10.019,72.892,2.068,6.447,0.183,0.066,0.002,,,0.0,0.488,5.722,0.5,0.0,0.363,4.659,0.368,,0.0,7.721,0.04,,,0.0,8.607,0.164,,5.635,0.001,0.004,0.006,0.0,399.584,19.933
1893,South America,35948511.0,0.0,0.0,6.726,6.726,-0.002,-0.03,335.171,21.537,6.867,9.328,0.187,6.678,0.186,0.0,123.336,7878.413,123.127,,0.0,10748.342,0.209,,,,0.0,0.0,0.561,11.894,374.057,10.41,74.408,2.07,6.641,0.185,0.048,0.001,,,0.0,0.494,5.931,0.509,0.0,0.368,4.702,0.374,,0.0,7.752,0.047,,,0.0,8.722,0.112,,5.654,0.001,0.004,0.006,0.0,427.564,20.152
1894,South America,36663240.0,0.0,0.0,8.401,8.401,1.676,24.916,317.071,-18.1,-5.4,8.652,0.229,8.361,0.228,0.0,131.737,8195.484,131.488,,0.0,11104.55,0.249,,,,0.0,0.0,0.602,11.264,356.208,9.72,75.932,2.071,6.883,0.188,0.04,0.001,,,0.0,0.595,5.547,0.613,0.0,0.377,4.729,0.383,,0.0,7.768,0.051,,,0.0,8.276,0.097,,5.663,0.002,0.004,0.006,0.0,412.958,22.058
1895,South America,37395860.0,0.0,0.0,8.548,8.548,0.147,1.747,327.327,10.256,3.235,8.757,0.229,8.508,0.228,0.0,140.285,8522.811,139.996,,0.0,11473.979,0.289,,,,0.0,0.0,0.604,11.56,369.429,9.883,77.597,2.075,7.169,0.192,0.04,0.001,,,0.0,0.572,5.639,0.591,0.0,0.385,4.759,0.391,,0.0,7.791,0.054,,,0.0,8.572,0.083,,5.678,0.002,0.005,0.006,0.0,432.311,22.578
1896,South America,38146772.0,0.0,0.0,9.217,9.217,0.669,7.824,321.641,-5.686,-1.737,8.435,0.242,9.177,0.241,0.0,149.502,8844.452,149.173,,0.0,11833.559,0.33,,,,0.0,0.0,0.616,11.234,359.58,9.43,79.123,2.074,7.491,0.196,0.04,0.001,,,0.0,0.597,5.556,0.618,0.0,0.394,4.784,0.4,,0.0,7.811,0.056,,,0.0,8.471,0.077,,5.69,0.002,0.005,0.006,0.0,428.543,23.482
1897,South America,38916387.0,0.0,0.0,8.562,8.562,-0.655,-7.11,332.104,10.463,3.253,8.537,0.22,8.521,0.219,0.0,158.064,9176.557,157.694,,0.0,12203.224,0.37,,,,0.0,0.0,0.593,11.359,369.665,9.503,80.675,2.073,7.845,0.202,0.04,0.001,,,0.0,0.529,5.515,0.548,0.0,0.4,4.807,0.406,,0.0,7.827,0.058,,,0.0,8.393,0.073,,5.702,0.002,0.005,0.007,0.0,442.034,23.087
1898,South America,39705129.0,0.0,0.0,9.187,9.187,0.625,7.302,322.274,-9.831,-2.96,8.12,0.231,9.125,0.23,0.0,167.251,9498.83,166.819,,0.0,12568.175,0.432,,,,0.0,0.0,0.604,11.181,364.951,9.195,82.245,2.071,8.223,0.207,0.062,0.002,,,0.0,0.539,5.316,0.556,0.0,0.405,4.823,0.412,,0.0,7.842,0.062,,,0.0,8.376,0.109,,5.712,0.002,0.005,0.007,0.0,443.935,23.992
1899,South America,40509877.0,0.0,0.0,9.629,9.629,0.443,4.817,349.665,27.391,8.499,8.635,0.238,9.545,0.236,0.0,176.88,9848.495,176.364,,0.0,12957.153,0.517,,,,0.0,0.0,0.609,11.66,388.979,9.606,83.765,2.068,8.62,0.213,0.084,0.002,,,0.0,0.517,5.541,0.533,0.0,0.41,4.845,0.418,,0.0,7.866,0.068,,,0.0,8.746,0.14,,5.725,0.002,0.005,0.007,0.0,472.333,24.666
1900,South America,41330741.0,0.0,0.0,8.933,8.933,-0.697,-7.237,417.522,67.858,19.406,10.106,0.216,8.815,0.213,0.0,185.813,10266.018,185.179,,0.0,13406.29,0.634,,,,0.0,0.0,0.587,12.305,449.136,10.871,85.365,2.065,9.029,0.218,0.117,0.003,,,0.0,0.455,6.456,0.468,0.0,0.412,4.895,0.42,,0.0,7.922,0.077,,,0.0,9.967,0.174,,5.747,0.002,0.005,0.007,0.0,508.595,24.281
1901,South America,42167855.0,0.0,0.0,9.644,9.644,0.711,7.965,469.35,51.828,12.413,11.135,0.229,9.525,0.226,0.0,195.457,10735.367,194.704,,0.0,13902.823,0.753,,,,0.0,0.0,0.607,13.033,496.534,11.78,87.801,2.082,9.589,0.227,0.119,0.003,,,0.0,0.476,7.158,0.492,0.0,0.415,4.963,0.423,,0.0,8.001,0.084,,,0.0,10.954,0.159,,5.781,0.002,0.006,0.008,0.0,549.589,25.606
1902,South America,43021342.0,0.0,0.0,10.29,10.29,0.646,6.695,505.469,36.119,7.696,11.754,0.239,10.191,0.237,0.0,205.747,11240.836,204.895,,0.0,14433.205,0.852,,,,0.0,0.0,0.621,13.504,530.382,12.333,90.104,2.094,10.398,0.242,0.099,0.002,,,0.0,0.496,7.542,0.515,0.0,0.418,5.041,0.427,,0.0,8.091,0.087,,,0.0,11.462,0.122,,5.821,0.002,0.006,0.008,0.0,580.978,26.736
1903,South America,43891359.0,0.0,0.0,10.493,10.493,0.203,1.975,506.625,1.156,0.229,11.547,0.239,10.379,0.237,0.0,216.239,11747.461,215.274,,0.0,14963.062,0.965,,,,0.0,0.0,0.624,13.221,529.857,12.077,92.359,2.104,11.389,0.259,0.114,0.003,,,0.0,0.464,7.386,0.48,0.0,0.42,5.111,0.429,,0.0,8.177,0.09,,,0.0,11.526,0.133,,5.854,0.002,0.006,0.008,0.0,580.283,27.377
1904,South America,44781677.0,0.0,0.0,10.93,10.93,0.437,4.162,534.379,27.754,5.478,11.938,0.244,10.809,0.241,0.0,227.169,12281.841,226.083,,0.0,15518.05,1.086,,,,0.0,0.0,0.629,13.562,554.988,12.398,94.526,2.111,12.496,0.279,0.121,0.003,,,0.0,0.478,7.671,0.497,0.0,0.423,5.186,0.432,,0.0,8.269,0.093,,,0.0,11.861,0.126,,5.892,0.002,0.006,0.009,0.0,607.344,28.167
1905,South America,45692841.0,0.0,0.0,12.767,12.767,1.837,16.807,555.634,21.255,3.978,12.165,0.28,12.613,0.276,0.0,239.935,12837.476,238.695,,0.0,16091.463,1.24,,,,0.0,0.0,0.666,13.815,573.412,12.554,96.774,2.118,13.653,0.299,0.154,0.003,,,0.0,0.524,7.649,0.543,0.0,0.427,5.259,0.436,,0.0,8.36,0.098,,,0.0,11.88,0.159,,5.928,0.002,0.006,0.009,0.0,631.261,30.437
1906,South America,46625401.0,0.0,0.0,15.509,15.509,2.743,21.482,544.119,-11.515,-2.072,11.675,0.333,15.293,0.328,0.0,255.444,13381.594,253.988,,0.0,16652.771,1.456,,,,0.0,0.0,0.723,13.442,561.31,12.043,99.128,2.126,14.793,0.317,0.216,0.005,,,0.0,0.61,7.371,0.631,0.0,0.435,5.321,0.445,,0.0,8.439,0.107,,,0.0,11.604,0.221,,5.959,0.002,0.007,0.009,0.0,626.756,33.721
1907,South America,47579926.0,0.0,0.0,17.71,17.71,2.201,14.192,538.826,-5.293,-0.973,11.329,0.372,17.404,0.366,0.0,273.155,13920.42,271.392,,0.0,17206.619,1.763,,,,0.0,0.0,0.763,13.169,553.848,11.645,101.315,2.129,15.85,0.333,0.306,0.006,,,0.0,0.611,7.045,0.631,0.0,0.443,5.372,0.453,,0.0,8.515,0.119,,,0.0,11.664,0.257,,5.981,0.002,0.007,0.01,0.0,626.582,36.296
1908,South America,48557015.0,0.0,0.0,18.71,18.71,0.999,5.644,569.75,30.924,5.739,11.738,0.385,18.316,0.377,0.0,291.864,14490.17,289.708,,0.0,17791.279,2.156,,,,0.0,0.0,0.781,13.693,584.659,12.045,103.76,2.137,16.759,0.345,0.393,0.008,,,0.0,0.672,7.473,0.695,0.0,0.453,5.432,0.463,,0.0,8.599,0.134,,,0.0,12.083,0.305,,6.014,0.003,0.007,0.01,0.0,664.903,37.926
1909,South America,49545768.0,0.0,0.0,18.441,18.441,-0.269,-1.435,587.573,17.823,3.128,11.864,0.372,17.855,0.361,0.0,310.305,15077.742,307.563,,0.0,18392.727,2.742,,,,0.0,0.0,0.77,13.905,601.449,12.144,106.091,2.141,17.451,0.352,0.586,0.012,,,0.0,0.636,7.488,0.651,0.0,0.461,5.491,0.471,,0.0,8.682,0.158,,,0.0,12.16,0.436,,6.048,0.003,0.007,0.01,0.0,688.922,38.175
1910,South America,50545993.0,0.0,0.0,20.673,20.673,2.232,12.101,654.996,67.423,11.475,12.963,0.409,20.145,0.399,0.0,330.978,15732.739,327.708,,0.0,19066.529,3.27,,,,0.0,0.0,0.813,14.463,673.803,13.335,108.584,2.148,17.863,0.353,0.528,0.01,,,0.0,0.679,8.408,0.701,0.0,0.47,5.571,0.481,,0.0,8.803,0.173,,,0.0,14.195,0.366,,6.093,0.003,0.008,0.011,0.0,731.047,41.083
1911,South America,51557488.0,0.0,0.0,23.954,23.954,3.282,15.874,747.394,92.397,14.107,14.502,0.465,23.35,0.453,0.0,354.932,16480.133,351.058,,0.0,19833.904,3.874,,,,0.0,0.0,0.875,15.909,767.374,14.889,112.129,2.175,18.105,0.351,0.605,0.012,,,0.0,0.775,9.441,0.803,0.0,0.483,5.677,0.494,,0.0,8.957,0.19,,,0.0,15.898,0.396,,6.156,0.003,0.008,0.011,0.0,820.253,45.126
1912,South America,52579990.0,0.0,0.0,24.731,24.731,0.777,3.242,755.356,7.963,1.065,14.371,0.471,23.991,0.456,0.0,379.663,17235.488,375.049,,0.0,20612.041,4.615,,,,0.0,0.0,0.888,15.735,778.135,14.805,115.698,2.2,18.335,0.349,0.74,0.014,,,0.0,0.762,9.522,0.784,0.0,0.495,5.779,0.506,,0.0,9.116,0.21,,,0.0,16.605,0.471,,6.218,0.003,0.008,0.011,0.0,827.335,46.688
1913,South America,53613237.0,0.0,0.0,25.968,25.968,1.237,5.001,759.121,3.765,0.498,14.164,0.485,25.063,0.468,0.0,405.631,17994.611,400.111,,0.0,21395.152,5.52,,,,0.0,0.0,0.906,15.517,783.114,14.612,119.156,2.223,18.551,0.346,0.905,0.017,,,0.0,0.738,9.452,0.759,0.0,0.506,5.876,0.517,,0.0,9.277,0.232,,,0.0,17.346,0.497,,6.276,0.003,0.009,0.012,0.0,831.935,48.599
1914,South America,54668408.0,0.0,0.0,21.571,21.571,-4.397,-16.931,768.756,9.635,1.269,14.067,0.395,20.652,0.378,0.0,427.202,18763.367,420.763,,0.004,22193.49,6.435,,,,0.004,0.0,0.869,15.485,798.337,14.609,125.267,2.291,18.751,0.343,0.915,0.017,,,0.0,0.676,9.873,0.695,0.0,0.512,5.975,0.524,,0.001,9.435,0.251,,,0.012,17.369,0.492,,6.343,0.003,0.009,0.012,0.0,846.562,47.529
1915,South America,55745990.0,0.0,0.0,15.675,15.675,-5.896,-27.333,816.158,47.402,6.166,14.646,0.281,14.308,0.257,0.0,442.877,19579.525,435.072,,0.015,22998.643,7.791,,,,0.011,0.0,0.812,15.268,805.153,14.448,131.689,2.362,18.934,0.34,1.356,0.024,,,0.0,0.499,10.584,0.492,0.0,0.512,6.085,0.522,,0.003,9.591,0.282,,,0.035,17.614,0.686,,6.414,0.003,0.009,0.013,0.0,851.134,45.271
1916,South America,56846479.0,0.0,0.0,14.647,14.647,-1.028,-6.56,847.322,31.164,3.818,14.911,0.258,13.1,0.231,0.0,457.524,20426.846,448.172,,0.029,23836.895,9.322,,,,0.015,0.0,0.843,15.682,838.251,14.751,138.16,2.43,19.098,0.336,1.532,0.027,,,0.0,0.432,10.706,0.418,0.0,0.509,6.196,0.519,,0.006,9.756,0.313,,,0.038,18.534,0.712,,6.489,0.003,0.01,0.013,0.0,891.446,47.928
1917,South America,57970388.0,0.0,0.0,13.086,13.086,-1.56,-10.654,852.938,5.616,0.663,14.718,0.226,11.397,0.197,0.0,470.61,21279.785,459.569,,0.055,24680.068,10.986,,,,0.026,0.0,0.862,15.55,843.174,14.55,144.527,2.493,19.242,0.332,1.663,0.029,,,0.0,0.369,10.539,0.349,0.0,0.503,6.3,0.512,,0.01,9.917,0.342,,,0.063,18.55,0.695,,6.563,0.003,0.01,0.014,0.0,901.436,49.951
1918,South America,59102586.0,0.0,0.0,11.65,11.65,-1.436,-10.975,857.126,4.188,0.491,14.507,0.197,9.888,0.167,0.0,482.26,22136.912,469.457,,0.084,25531.314,12.719,,,,0.029,0.0,0.881,15.521,851.245,14.408,150.839,2.552,19.363,0.328,1.733,0.029,,,0.0,0.333,10.65,0.307,0.0,0.497,6.401,0.505,,0.014,10.075,0.368,,,0.08,18.715,0.707,,6.642,0.004,0.01,0.014,0.0,917.36,52.042
1919,South America,60264993.0,0.0,0.0,13.631,13.631,1.981,17.0,869.019,11.894,1.388,14.425,0.226,11.777,0.195,0.0,495.891,23005.93,481.234,,0.114,26391.076,14.544,,,,0.029,0.0,0.955,15.577,859.763,14.271,157.182,2.608,19.462,0.323,1.825,0.03,,,0.0,0.449,11.564,0.433,0.0,0.496,6.511,0.503,,0.018,10.233,0.39,,,0.077,19.186,0.667,,6.736,0.004,0.011,0.015,0.0,938.726,57.58
1920,South America,61458404.0,0.0,0.0,16.128,16.128,2.497,18.319,956.153,87.134,10.027,15.563,0.263,14.103,0.23,0.0,512.019,23962.084,495.337,,0.15,27336.514,16.532,,,,0.037,0.001,1.031,16.195,945.437,15.389,163.278,2.657,19.535,0.318,1.988,0.032,,,0.0,0.456,11.744,0.45,0.0,0.494,6.629,0.502,,0.022,10.414,0.404,,,0.088,20.537,0.551,,6.83,0.004,0.011,0.015,0.0,995.319,63.389
1921,South America,62683653.0,0.0,0.0,15.377,15.377,-0.751,-4.656,994.666,38.512,4.028,15.873,0.245,12.746,0.203,0.0,527.396,24956.75,508.083,,0.198,28321.307,19.115,,,,0.048,0.001,1.061,16.272,984.792,15.716,170.264,2.716,19.55,0.312,2.583,0.041,,,0.0,0.495,12.519,0.477,0.0,0.494,6.756,0.501,,0.028,10.594,0.426,,,0.136,20.351,0.65,,6.934,0.004,0.011,0.016,0.0,1020.002,66.515
1922,South America,63941565.0,0.0,0.0,17.538,17.538,2.161,14.056,1042.702,48.036,4.829,16.313,0.274,13.659,0.214,0.0,544.934,25999.451,521.742,,0.26,29350.809,22.932,,,,0.062,0.001,1.133,16.625,1029.503,16.106,177.16,2.771,19.485,0.305,3.817,0.06,,,0.0,0.539,12.942,0.492,0.0,0.496,6.888,0.501,,0.035,10.785,0.465,,,0.155,21.436,0.871,,7.041,0.004,0.012,0.016,0.0,1063.018,72.462
1923,South America,65233001.0,0.0,0.0,19.904,19.904,2.366,13.49,1082.714,40.012,3.837,16.603,0.305,15.487,0.237,0.0,564.839,27082.166,537.229,,0.337,30417.545,27.272,,,,0.077,0.001,1.206,16.981,1066.736,16.358,184.117,2.822,19.361,0.297,4.34,0.067,,,0.0,0.539,12.592,0.492,0.0,0.497,7.015,0.501,,0.042,10.979,0.504,,,0.147,21.736,0.894,,7.144,0.005,0.012,0.017,0.0,1107.737,78.675
1924,South America,66552723.0,0.0,0.0,24.938,24.938,5.033,25.287,1087.625,4.911,0.454,16.348,0.375,19.034,0.286,0.0,589.776,28169.791,556.264,,0.465,31486.162,33.047,,,,0.128,0.002,1.321,16.841,1068.618,16.062,191.413,2.876,19.197,0.288,5.775,0.087,,,0.0,0.673,12.611,0.603,0.0,0.503,7.137,0.503,,0.054,11.166,0.56,,,0.215,21.714,1.193,,7.247,0.005,0.013,0.018,0.0,1120.8,87.894
1925,South America,67901379.0,0.0,0.0,26.465,26.465,1.528,6.127,1109.37,21.745,1.999,16.343,0.39,18.047,0.266,0.0,616.242,29279.16,574.31,,1.403,32572.744,40.528,,,,0.938,0.014,1.378,16.864,1086.58,16.007,198.697,2.926,19.013,0.28,7.481,0.11,,,0.0,0.708,12.812,0.572,0.0,0.509,7.259,0.505,,0.152,11.354,0.633,,,1.467,22.092,1.48,,7.353,0.005,0.013,0.018,0.0,1145.059,93.596
1926,South America,69279649.0,0.0,0.0,27.506,27.506,1.041,3.932,1119.171,9.801,0.883,16.16,0.397,17.513,0.253,0.0,643.748,30398.33,591.823,,1.697,33672.188,50.228,,,,0.293,0.004,1.424,16.862,1099.444,15.875,205.85,2.971,18.828,0.272,9.7,0.14,,,0.0,0.748,13.002,0.568,0.0,0.516,7.379,0.507,,0.171,11.539,0.727,,,0.424,22.3,1.915,,7.463,0.005,0.013,0.019,0.0,1168.161,98.681
1927,South America,70688219.0,0.0,0.0,30.159,30.159,2.653,9.644,1167.814,48.643,4.346,16.526,0.427,19.763,0.28,0.0,673.907,31566.145,611.587,,1.957,34814.84,60.363,,,,0.26,0.004,1.486,17.282,1142.654,16.17,212.634,3.008,18.662,0.264,10.135,0.143,,,0.0,0.752,13.006,0.587,0.0,0.523,7.499,0.509,,0.184,11.731,0.809,,,0.342,23.01,1.829,,7.574,0.005,0.014,0.02,0.0,1221.642,105.008
1928,South America,72127798.0,0.24,0.003,31.607,31.607,1.448,4.801,1146.532,-21.281,-1.822,15.901,0.438,18.733,0.26,0.24,705.514,32712.678,630.32,,2.254,35936.898,72.7,,,,0.297,0.004,1.533,16.727,1122.06,15.561,219.837,3.048,18.534,0.257,12.337,0.171,,,0.674,0.791,12.83,0.566,0.289,0.532,7.61,0.511,,0.196,11.91,0.905,,,0.359,22.714,2.174,,7.68,0.006,0.014,0.02,0.0,1206.516,110.55
1929,South America,73565553.0,0.32,0.004,34.773,34.773,3.166,10.018,1129.945,-16.587,-1.447,15.364,0.473,19.812,0.269,0.56,740.287,33842.621,650.132,,3.733,37032.824,85.862,,,,1.48,0.02,1.603,16.22,1095.924,14.902,227.124,3.087,18.465,0.251,13.162,0.179,,,0.867,0.811,12.306,0.562,0.467,0.54,7.708,0.512,,0.298,12.078,0.992,,,1.438,22.393,2.117,,7.777,0.006,0.015,0.021,0.0,1193.211,117.895
1930,South America,75000544.0,0.323,0.004,29.602,29.602,-5.171,-14.872,936.123,-193.822,-17.153,12.485,0.395,18.665,0.249,0.883,769.889,34778.746,668.798,,4.188,37945.695,96.021,,,,0.454,0.006,1.538,14.545,912.872,12.175,232.895,3.105,18.473,0.246,10.159,0.135,,,0.909,0.748,10.426,0.58,0.568,0.546,7.762,0.514,,0.309,12.176,1.037,,,0.436,18.184,1.694,,7.859,0.006,0.015,0.022,0.0,1090.917,115.386
1931,South America,76431800.0,0.414,0.005,27.015,27.015,-2.587,-8.739,831.852,-104.271,-11.139,10.887,0.354,15.755,0.206,1.297,796.904,35610.598,684.553,,4.752,38753.008,106.302,,,,0.564,0.007,1.514,13.419,807.312,10.566,237.622,3.109,18.614,0.244,10.281,0.135,,,1.341,0.763,9.535,0.556,0.697,0.551,7.796,0.515,,0.328,12.232,1.081,,,0.607,15.571,1.771,,7.933,0.006,0.015,0.022,0.0,1025.627,115.69
1932,South America,77858278.0,0.462,0.006,30.424,30.424,3.409,12.621,839.32,7.468,0.898,10.783,0.391,14.805,0.19,1.759,827.328,36449.918,699.358,,6.597,39566.512,119.614,,,,1.846,0.024,1.712,13.784,813.502,10.452,253.65,3.258,18.912,0.243,13.312,0.171,,,1.869,0.953,9.961,0.587,0.834,0.56,7.835,0.516,,0.429,12.286,1.151,,,2.092,15.544,2.394,,8.023,0.007,0.016,0.023,0.0,1073.19,133.295
1933,South America,79278889.0,0.512,0.006,34.372,34.372,3.947,12.974,810.368,-28.952,-3.449,10.225,0.434,16.402,0.207,2.271,861.7,37260.289,715.759,,9.869,40347.555,133.8,,,,3.272,0.041,1.791,13.48,781.043,9.855,260.207,3.282,19.343,0.244,14.186,0.179,,,2.15,1.022,9.358,0.622,0.967,0.57,7.863,0.518,,0.606,12.325,1.216,,,3.598,14.744,2.335,,8.107,0.007,0.016,0.024,0.0,1068.668,141.974
1934,South America,80726067.0,0.664,0.008,38.439,38.439,4.068,11.834,772.415,-37.954,-4.684,9.571,0.476,17.71,0.219,2.936,900.139,38032.699,733.47,,12.302,41090.457,151.432,,,,2.433,0.03,1.867,13.087,742.906,9.206,266.736,3.304,19.882,0.246,17.632,0.218,,,2.33,1.051,8.588,0.615,1.115,0.582,7.877,0.52,,0.711,12.351,1.301,,,2.386,13.918,2.739,,8.177,0.007,0.017,0.024,0.0,1056.423,150.749
1935,South America,82200318.0,0.818,0.01,41.465,41.465,3.025,7.87,756.097,-16.317,-2.113,9.201,0.505,18.243,0.222,3.753,941.604,38788.797,751.713,,15.595,41808.41,170.542,,,,3.293,0.04,1.94,12.803,717.948,8.737,274.229,3.336,20.503,0.249,19.11,0.233,,,2.55,1.081,8.312,0.608,1.271,0.594,7.885,0.522,,0.847,12.371,1.383,,,2.957,13.646,2.762,,8.24,0.008,0.017,0.025,0.0,1052.371,159.45
1936,South America,83702161.0,0.937,0.011,40.897,40.897,-0.568,-1.369,760.949,4.852,0.642,9.094,0.489,19.352,0.231,4.691,982.501,39549.746,771.065,,18.84,42535.266,187.905,,,,3.245,0.039,1.95,12.815,726.855,8.686,280.74,3.354,21.182,0.253,17.363,0.207,,,2.42,0.972,8.003,0.589,1.404,0.604,7.887,0.523,,0.958,12.392,1.436,,,2.585,13.713,2.304,,8.296,0.008,0.017,0.026,0.0,1072.672,163.204
1937,South America,85232121.0,1.152,0.014,51.13,51.13,10.233,25.021,752.403,-8.546,-1.123,8.83,0.6,21.113,0.248,5.843,1033.63,40302.148,792.178,,23.598,43242.52,212.012,,,,4.757,0.056,2.089,12.601,707.26,8.3,287.564,3.374,21.894,0.257,24.107,0.283,,,2.824,1.137,7.627,0.609,1.559,0.618,7.882,0.525,,1.12,12.404,1.521,,,3.384,13.175,2.847,,8.344,0.008,0.018,0.026,0.0,1074.003,178.059
1938,South America,86790735.0,1.327,0.015,47.639,47.639,-3.49,-6.826,729.343,-23.06,-3.065,8.406,0.549,20.842,0.24,7.169,1081.27,41031.492,813.02,,28.519,43930.387,232.561,,,,4.921,0.057,2.087,12.3,687.863,7.928,296.349,3.415,22.615,0.261,20.55,0.237,,,3.444,1.126,7.56,0.645,1.734,0.63,7.876,0.528,,1.272,12.408,1.576,,,3.632,12.696,2.497,,8.391,0.009,0.018,0.027,0.0,1067.484,181.138
1939,South America,88464085.0,1.349,0.015,46.572,46.572,-1.067,-2.24,699.591,-29.752,-4.079,7.91,0.527,18.81,0.213,8.518,1127.842,41731.086,831.83,,30.523,44587.453,256.97,,,,2.005,0.023,1.899,11.661,657.069,7.43,286.527,3.239,23.318,0.264,24.409,0.276,,,3.782,1.042,7.119,0.547,1.897,0.641,7.862,0.528,,1.28,12.406,1.646,,,1.418,12.265,2.856,,8.416,0.009,0.018,0.028,0.0,1031.54,168.017
1940,South America,90256708.0,1.392,0.015,50.913,50.913,4.34,9.32,919.542,219.951,31.44,10.191,0.564,18.305,0.203,9.91,1178.754,42650.625,850.134,,32.766,45459.348,285.944,,,,2.243,0.025,1.94,13.208,871.894,9.663,291.498,3.23,23.98,0.266,28.973,0.321,,,4.429,1.042,8.89,0.482,2.063,0.652,7.882,0.527,,1.291,12.46,1.732,,,1.461,15.974,3.215,,8.454,0.009,0.019,0.028,0.0,1192.136,175.081
1941,South America,92173092.0,1.486,0.016,51.506,51.506,0.594,1.166,986.451,66.908,7.276,10.705,0.559,15.981,0.173,11.397,1230.26,43637.074,866.116,,36.258,46400.535,316.491,,,,3.492,0.038,2.063,13.697,941.19,10.214,309.773,3.361,25.327,0.275,30.547,0.331,,,3.433,1.03,9.187,0.411,2.176,0.662,7.907,0.525,,1.347,12.521,1.816,,,2.275,16.402,3.348,,8.496,0.009,0.019,0.029,0.0,1262.514,190.128
